,molecule_chembl_id,mol,Class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
6537,CHEMBL3908681,COc1ccc(C2(c3cccnc3)NC(=N)N(C3CCOCC3)C2=O)cc1,inactive,366.421,1.87937,2,5,5
6538,CHEMBL3914078,COc1ccc(C2(C3CC3)NC(=N)N(C3CCOCC3)C2=O)cc1,inactive,329.4,1.84607,2,4,5
6539,CHEMBL3971881,COc1ccc(C2(C3CCCCC3)NC(=N)N(C3CCOCC3)C2=O)cc1,inactive,371.481,3.01637,2,4,5
6540,CHEMBL3900717,COc1ccc(C2(c3ccccn3)NC(=N)N(C3CCOCC3)C2=O)cc1,inactive,366.421,1.87937,2,5,5
6541,CHEMBL3905655,COc1ccc(C2(c3cncnc3)NC(=N)N(C3CCOCC3)C2=O)cc1,inactive,367.409,1.27437,2,6,5
6542,CHEMBL3976403,COc1ccc(C2(c3ccncc3)NC(=N)N(C3CCOCC3)C2=O)cc1,inactive,366.421,1.87937,2,5,5
6543,CHEMBL3914640,COc1ccc(C2(C3CCCC3)NC(=N)N(C3CCOCC3)C2=O)cc1,inactive,357.454,2.62627,2,4,5
6544,CHEMBL3890167,COc1ccc(C2(c3cnn(C)c3)NC(=N)N(C3CCOCC3)C2=O)cc1,inactive,369.425,1.21787,2,6,5
6545,CHEMBL3913482,COc1ccc(C2(C3CCCCC3)NC(=N)N(C3CCCCC3)C2=O)cc1,inactive,369.509,4.17007,2,3,4.761953897
6550,CHEMBL3977267,N=C1NC(c2cccc(-c3cccnc3)c2)(C2CC2)C(=O)N1C1CCCCC1,inactive,374.488,4.05317,2,3,4.774690718
6552,CHEMBL3972309,N=C1NC(c2cccc(-c3cccnc3)c2)(C2CCCCC2)C(=O)N1C1CCOCC1,inactive,418.541,4.06977,2,4,4.832682665
6553,CHEMBL3969985,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](C3CCCO3)C[C@H]2CS1,active,354.422,2.8057,1,5,6.349692477
6554,CHEMBL3897712,NC1=N[C@]2(c3ccc(F)cc3F)CO[C@H](C3CC3)C[C@@H]2CS1,inactive,324.396,3.0367,1,4,4
6555,CHEMBL3914952,C[C@H]1SC(N)=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](C3CC3)C[C@@H]12,active,338.423,3.4252,1,4,6.472370099
6558,CHEMBL3928164,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](C3CC3)C[C@H]2[C@@H](CF)S1,active,356.413,3.3748,1,4,6.460923901
6559,CHEMBL3898198,NC1=N[C@]2(c3ccc(F)cc3F)CO[C@H](C3CC3)C[C@@H]2[C@H](CF)S1,inactive,356.413,3.3748,1,4,4
6560,CHEMBL3926276,CC1([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)CC1,active,338.423,3.4268,1,4,6.315154638
6561,CHEMBL3910805,CC1([C@@H]2C[C@@H]3CSC(N)=N[C@]3(c3ccc(F)cc3F)CO2)CC1,inactive,338.423,3.4268,1,4,1.431798276
6562,CHEMBL3935175,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](CC3CC3)C[C@H]2CS1,active,338.423,3.4268,1,4,6.628932138
6563,CHEMBL3981823,NC1=N[C@]2(c3ccc(F)cc3F)CO[C@H](CC3CC3)C[C@@H]2CS1,inactive,338.423,3.4268,1,4,1.065501549
6565,CHEMBL3987022,NC1=N[C@@]2(c3ccc(F)cc3)CO[C@@H](C3CC3)C[C@H]2CS1,active,306.406,2.8976,1,4,6.242603971
6567,CHEMBL3890460,NC1=N[C@@]2(c3c(F)cccc3F)CO[C@@H](C3CC3)C[C@H]2CS1,active,324.396,3.0367,1,4,6.403402904
6568,CHEMBL3918509,NC1=N[C@@]2(c3ccccc3F)CO[C@@H](C3CC3)C[C@H]2CS1,active,306.406,2.8976,1,4,6.374687549
6570,CHEMBL3902648,Cc1ccc([C@]23CO[C@@H](C4CC4)C[C@H]2CSC(N)=N3)c(F)c1,active,320.433,3.20602,1,4,6.145693958
6571,CHEMBL3939642,Cc1ccc([C@]23CO[C@@H](C4CC4)C[C@H]2CSC(N)=N3)cc1F,active,320.433,3.20602,1,4,6.047207557
6572,CHEMBL3908098,NC1=N[C@]2(c3ccccc3F)CO[C@H](C3CC3)C[C@@H]2CS1,inactive,306.406,2.8976,1,4,4.589897923
6573,CHEMBL3944997,NC1=N[C@]2(c3ccc(F)cc3)CO[C@H](C3CC3)C[C@@H]2CS1,inactive,306.406,2.8976,1,4,4.806041022
6574,CHEMBL3917081,CC1(C)CCC([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)O1,active,382.476,3.5843,1,5,6.735182177
6575,CHEMBL3953708,C[C@@H]1C[C@H]1[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2ccc(F)cc2F)CO1,active,338.423,3.2827,1,4,6.935542011
6576,CHEMBL3929500,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H]([C@@H]3CCCO3)C[C@H]2CS1,active,354.422,2.8057,1,5,6.519993057
6578,CHEMBL4112944,CC(C)[C@@H]1C[C@H](c2ccccc2)CCN1C(=O)[C@@H]1CNC[C@]12CCCc1ccccc12,inactive,416.609,4.9109,1,2,4.657577319
6579,CHEMBL3650159,COC(C)(C)C1CCCCN1C(=O)[C@@H]1CNCC12CCCc1ccccc12,inactive,370.537,3.2862,1,3,4.698970004
6580,CHEMBL4112843,O=C([C@@H]1CNC[C@]12CCc1ccccc12)N1CC[C@@H](c2ccccc2)C[C@H]1c1ccccc1,active,436.599,5.2375,1,2,7.148741651
6581,CHEMBL3907751,Cc1cccc(C2CC(c3ccccc3)CCN2C(=O)[C@@H]2CNC[C@]23CCCc2nc(Cl)ccc23)c1,active,500.086,5.98442,1,3,6.346787486
6586,CHEMBL4096411,O=C1NC(=O)C2C=CNC2N1,inactive,153.141,-1.115,3,3,4.518557371
6587,CHEMBL4078371,CC#Cc1cncc(-c2ccc3c(c2)[C@]2(CO3)N=C(N)C[C@@H]2C(F)(F)F)c1,active,371.362,3.6471,1,4,6.940058112
6588,CHEMBL4086961,CC#CCOc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CC(=O)N(C)C(N)=N3)c2)cn1,active,424.436,1.6621,2,7,8.978810701
6590,CHEMBL4076855,CC[C@H](C)Nc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)[C@@H]2CCCN2)cc(S(C)(=O)=O)n1.Cl,inactive,474.627,2.1495,4,7,3.698970004
6591,CHEMBL4066837,CC[C@H](C)Nc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)[C@H]2CCCN2)cc(S(C)(=O)=O)n1.Cl,active,474.627,2.1495,4,7,8.301029996
6595,CHEMBL4089395,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)[C@H]1CO[C@@H](OCC2CCCCC2)CN1.O=C(O)C(F)(F)F,active,426.504,2.2843,3,5,6.657577319
6596,CHEMBL4081363,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)[C@H]1CO[C@@H](OCC2CCCCC2)[C@H](C)N1.Cl,active,440.531,2.6728,3,5,7.004364805
6597,CHEMBL4077530,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)[C@H]1CO[C@@H](OCC(C)(C)C)[C@H](C)N1.Cl,active,414.493,2.1386,3,5,7.102372909
6598,CHEMBL4071843,COC[C@H]1CCCN1C(=O)c1cc(OC)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)C2C[C@@H](Oc3ccccc3)CN2)c1,active,623.697,3.7359,3,7,7.677780705
6599,CHEMBL4062635,O=C(Nc1ccccc1)c1cccc(-c2cnc(-c3c[nH]c4ccccc34)[nH]2)c1,active,378.435,5.4773,3,2,6.958607315
6600,CHEMBL4092083,O=C(Nc1ccc(F)cc1)c1cccc(-c2cnc(-c3c[nH]c4ccccc34)[nH]2)c1,active,396.425,5.6164,3,2,7.008773924
6601,CHEMBL4071284,O=C(Nc1ccncc1)c1cccc(-c2cnc(-c3c[nH]c4ccccc34)[nH]2)c1,active,379.423,4.8723,3,3,6.180456064
6602,CHEMBL4065393,O=C(Nc1cccnc1)c1cccc(-c2cnc(-c3c[nH]c4ccccc34)[nH]2)c1,active,379.423,4.8723,3,3,6.508638306
6603,CHEMBL4093064,O=C(Nc1cccc(-c2cnc(-c3c[nH]c4ccccc34)[nH]2)c1)c1cccnc1,active,379.423,4.8723,3,3,6.657577319
6604,CHEMBL4074001,O=C(Nc1cccc(-c2cnc(-c3c[nH]c4cc(F)ccc34)[nH]2)c1)c1cccnc1,active,397.413,5.0114,3,3,6.886056648
6605,CHEMBL4100768,Fc1ccc(-c2cnc(-c3cccc(-c4cnc(-c5c[nH]c6cc(F)ccc56)[nH]4)c3)[nH]2)cc1,active,437.453,6.5603,3,2,7.124938737
6606,CHEMBL4095483,Fc1ccc(-c2cnc(-c3cccc(-c4cnc(-c5c[nH]c6cc(OC(F)(F)F)ccc56)[nH]4)c3)[nH]2)cc1,active,503.459,7.3198,3,3,6.744727495
6607,CHEMBL4075051,Fc1ccc2nc(-c3cccc(-c4cnc(-c5c[nH]c6cc(F)ccc56)[nH]4)c3)[nH]c2c1,active,411.415,6.0465,3,2,7.070581074
6608,CHEMBL4078427,Fc1ccc2nc(-c3cccc(-c4cnc(-c5c[nH]c6cc(OC(F)(F)F)ccc56)[nH]4)c3)[nH]c2c1,active,477.421,6.806,3,3,6.920818754
6610,CHEMBL4061944,CCNCc1cc([C@]2(C)CCSC(N)=N2)c(F)cc1F,active,299.39,2.7411,2,4,8.096910013
6611,CHEMBL4083698,CC(C)NCc1cc([C@]2(C)CCSC(N)=N2)c(F)cc1F,active,313.417,3.1296,2,4,8.698970004
6612,CHEMBL4100140,CN(C)Cc1cc([C@]2(C)CCSC(N)=N2)c(F)cc1F,active,299.39,2.6932,1,4,7.657577319
6613,CHEMBL4073296,CO[C@@H]1CCN(Cc2cc([C@]3(C)CCSC(N)=N3)c(F)cc2F)C1,active,355.454,2.8523,1,5,7.420216403
6614,CHEMBL4092406,COCCNCc1cc([C@]2(C)CCSC(N)=N2)c(F)cc1F,active,329.416,2.3676,2,5,8.22184875
6615,CHEMBL4064708,COCCCNCc1cc([C@]2(C)CCSC(N)=N2)c(F)cc1F,active,343.443,2.7577,2,5,7.27572413
6616,CHEMBL4084653,COC[C@@H](C)NCc1cc([C@]2(C)CCSC(N)=N2)c(F)cc1F,active,343.443,2.7561,2,5,8.397940009
6617,CHEMBL4102593,C[C@@]1(c2cc(CNC34CC(C3)C4)c(F)cc2F)CCSC(N)=N1,active,337.439,3.2737,2,4,8.397940009
6619,CHEMBL4086633,C[C@@]1(c2cc(CNCC(F)(F)F)c(F)cc2F)CCSC(N)=N1,active,353.36,3.2835,2,4,7.22184875
6620,CHEMBL4066885,C[C@@]1(c2cc(CNCC(F)F)c(F)cc2F)CCSC(N)=N1,active,335.37,2.9863,2,4,7.236572006
6621,CHEMBL4094377,CC(C)(NCc1cc([C@]2(C)CCSC(N)=N2)c(F)cc1F)C(F)(F)F,active,381.414,4.0621,2,4,7.508638306
6622,CHEMBL4061602,C[C@@H](NCc1cc([C@]2(C)CCSC(N)=N2)c(F)cc1F)C(F)(F)F,active,367.387,3.672,2,4,7.193820026
6623,CHEMBL4084170,C[C@@]1(c2cc(CNCCC(F)(F)F)c(F)cc2F)CCSC(N)=N1,active,367.387,3.6736,2,4,6.397940009
6624,CHEMBL4085715,C[C@@]1(c2cc(CNC3CC3)c(F)cc2F)CCSC(N)=N1,active,311.401,2.8836,2,4,7.522878745
6625,CHEMBL4064148,C[C@@]1(c2cc(CNCC3CC3)c(F)cc2F)CCSC(N)=N1,active,325.428,3.1312,2,4,7.853871964
6626,CHEMBL4062728,C[C@@]1(c2cc(CNC3(C(F)F)CC3)c(F)cc2F)CCSC(N)=N1,active,361.408,3.5189,2,4,7.920818754
6627,CHEMBL4077211,C[C@@]1(c2cc(CNC3(C#N)CC3)c(F)cc2F)CCSC(N)=N1,active,336.411,2.77738,2,5,7.619788758
6628,CHEMBL4080380,C[C@@]1(c2cc(CNC3(C(F)(F)F)COC3)c(F)cc2F)CCSC(N)=N1,active,395.397,3.0525,2,5,7.769551079
6629,CHEMBL4098403,C[C@@]1(c2cc(CNC3(C(F)(F)F)CC3)c(F)cc2F)CCSC(N)=N1,active,379.398,3.8161,2,4,7.744727495
6630,CHEMBL4088234,C[C@@H]1C[C@@](C)(c2cc(CNC3(C(F)(F)F)CC3)c(F)cc2F)N=C(N)S1,active,393.425,4.2046,2,4,10.61978876
6632,CHEMBL4092875,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cc(Cl)cc(C#N)c3)cc1[C@]21COC(N)=N1,active,421.928,4.55038,1,5,6.673664139
6633,CHEMBL4072118,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cc(Cl)cc(C#N)c3)cc1[C@@]21COC(N)=N1,active,421.928,4.55038,1,5,8.468521083
6634,CHEMBL4062699,[2H]C1([2H])OC(N)=N[C@]12c1cc(-c3cc(Cl)cc(C#N)c3)ccc1C[C@]21CC[C@@H](OC)CC1,active,423.9402036,4.55038,1,5,8.318758763
6635,CHEMBL4084381,COc1cc(C#N)cc(-c2ccc3c(c2)[C@@]2(COC(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)c1,active,417.509,3.90558,1,6,8.568636236
6636,CHEMBL4100832,[2H]C1([2H])OC(N)=N[C@]12c1cc(-c3cc(C#N)cc(OC)c3)ccc1C[C@]21CC[C@@H](OC)CC1,active,419.5212036,3.90558,1,6,8.537602002
6637,CHEMBL4074071,[2H]C1([2H])OC(N)=N[C@]12c1cc(-c3cccnc3)ccc1C[C@]21CC[C@@H](OC)CC1,active,365.4732036,3.4203,1,5,8.15490196
6638,CHEMBL4093123,[2H]C1([2H])OC(N)=N[C@]12c1cc(-c3cncc(C)c3)ccc1C[C@]21CC[C@@H](OC)CC1,active,379.5002036,3.72872,1,5,8.229147988
6639,CHEMBL4065448,[2H]C1([2H])OC(N)=N[C@]12c1cc(-c3cncnc3)ccc1C[C@]21CC[C@@H](OC)CC1,active,366.4612036,2.8153,1,6,8.15490196
6640,CHEMBL4085364,[2H]C1([2H])OC(N)=N[C@]12c1cc(-c3cncnc3)ccc1C[C@]21C[C@H](C)[C@@H](OC)[C@H](C)C1,active,394.5152036,3.3073,1,6,8.823908741
6641,CHEMBL4103296,[2H]C1([2H])OC(N)=N[C@]12c1cc(-c3cncnc3)ccc1C[C@]21CC[C@@H](OC)[C@H](C)C1,active,380.4882036,3.0613,1,6,9.045757491
6642,CHEMBL4097477,[2H]C1([2H])OC(N)=N[C@]12c1cc(-c3cncnc3)ccc1C[C@]21CC[C@@H](OC)[C@H](CC)C1,active,394.5152036,3.4514,1,6,9.040958608
6643,CHEMBL4070299,[2H]C1([2H])OC(N)=N[C@]12c1cc(-c3cncnc3)ccc1C[C@@]21CC[C@H](OC)[C@@H](C)C1,active,380.4882036,3.0613,1,6,8.958607315
6644,CHEMBL4067413,[2H]C1([2H])OC(N)=N[C@]12c1cc(-c3cncnc3)ccc1C[C@@]21CC[C@H](OC)[C@@H](CC)C1,active,394.5152036,3.4514,1,6,8.698970004
6647,CHEMBL4064412,CC(C)=CCC/C(=C/CC/C(C)=C/CC/C(C)=C/CC1=CC(=O)C=C(C)C1=O)C(=O)O,inactive,424.581,6.6114,1,3,4.91721463
6648,CHEMBL4128947,COc1cccc(-c2nc(SC(C(N)=O)c3nc(-c4ccccc4)cs3)[nH]c(=O)c2C#N)c1,inactive,475.555,3.75938,2,8,4.427128398
6649,CHEMBL4130015,COc1ccccc1-c1nc(SC(C(N)=O)c2nc(-c3ccc([N+](=O)[O-])cc3)cs2)[nH]c(=O)c1C#N,inactive,520.552,3.66758,2,10,4.559090918
6650,CHEMBL4126751,COc1cccc(-c2nc(SC(C(N)=O)c3nc(-c4ccc([N+](=O)[O-])cc4)cs3)[nH]c(=O)c2C#N)c1,inactive,520.552,3.66758,2,10,4.583359493
6651,CHEMBL4127986,COc1ccccc1-c1nc(SC(C(N)=O)c2nc(-c3cccc([N+](=O)[O-])c3)cs2)[nH]c(=O)c1C#N,inactive,520.552,3.66758,2,10,4.413412695
6652,CHEMBL4127289,COc1cccc(-c2nc(SC(C(N)=O)c3nc(-c4cccc([N+](=O)[O-])c4)cs3)[nH]c(=O)c2C#N)c1,inactive,520.552,3.66758,2,10,4.614393726
6653,CHEMBL4128727,CCOc1cccc(-c2nc(SC(C(N)=O)c3nc(-c4ccc([N+](=O)[O-])cc4)cs3)[nH]c(=O)c2C#N)c1,inactive,534.579,4.05768,2,10,4.823908741
6658,CHEMBL4127486,CCOc1cccc(-c2nc(SCC(=O)Nc3nc(-c4cc(Cl)c(N)c(Cl)c4)cs3)[nH]c(=O)c2C#N)c1,inactive,573.487,5.45058,3,9,4.869666232
6659,CHEMBL4128807,N#Cc1c(-c2cccc(C(F)(F)F)c2)nc(SC(C(N)=O)c2nc(-c3ccccc3)cs2)[nH]c1=O,inactive,513.526,4.76958,2,7,4.718966633
6660,CHEMBL4127412,N#Cc1c(-c2cccc(C(F)(F)F)c2)nc(SCC(=O)Nc2nc(-c3cc(Cl)c(N)c(Cl)c3)cs2)[nH]c1=O,inactive,597.431,6.07068,3,8,4.872895202
6661,CHEMBL4127550,N#Cc1c(-c2cccc(OC(F)(F)F)c2)nc(SC(C(N)=O)c2nc(-c3ccccc3)cs2)[nH]c1=O,inactive,529.525,4.64938,2,8,4.528708289
6662,CHEMBL4126598,COc1cccc(-c2nc(SCC(=O)Nc3nc(-c4cccc(Br)c4)cs3)[nH]c(=O)c2C#N)c1,inactive,554.451,4.93398,2,8,4.756961951
6663,CHEMBL4129873,COc1cccc(-c2nc(SC(C(N)=O)c3nc(-c4cccc(-c5cccnc5F)c4)cs3)[nH]c(=O)c2C#N)c1,inactive,570.631,4.96048,2,9,4.823908741
6664,CHEMBL4127807,NC1=N[C@@](c2cccc(NC(=O)c3ccc(Br)cn3)c2)(C(F)F)COC1,active,425.233,2.9442,2,5,7.420216403
6665,CHEMBL4130130,NC1=NC(c2c(F)ccc(NC(=O)c3ccc(Br)cn3)c2F)(C(F)F)COC1,active,461.213,3.2224,2,5,6.154281982
6666,CHEMBL4128770,Cc1cc(C#N)cnc1C(=O)Nc1cc(F)c(F)c([C@]2(C(F)F)COCC(N)=N2)c1,active,421.354,2.64,2,6,7.698970004
6667,CHEMBL4126839,CC1(C)OC[C@](c2cc(NC(=O)c3ccc(Br)cn3)ccc2F)(C(F)F)N=C1N,active,471.277,3.8619,2,5,7.060480747
6668,CHEMBL4128406,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C(F)F)COC3(CC3)C(N)=N2)c1,active,429.402,3.0335,2,6,7.602059991
6669,CHEMBL4129775,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C(F)F)COC3(CCOCC3)C(N)=N2)c1,active,473.455,3.0501,2,7,7.552841969
6670,CHEMBL4129637,CO[C@@]1(C)OC[C@@](C)(c2cc(NC(=O)c3ncc(C#N)cc3C)ccc2F)N=C1N,active,411.437,2.6183,2,7,6.684029655
6671,CHEMBL4126351,CO[C@]1(C)OC[C@@](C)(c2cc(NC(=O)c3ncc(C#N)cc3C)ccc2F)N=C1N,active,411.437,2.6183,2,7,7.795880017
6672,CHEMBL4126197,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@@]2(C)N=C(N)[C@@H]3CO[C@H]2O3)c1,active,395.394,1.9806,2,7,7.27572413
6673,CHEMBL4127572,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C)COC(CF)(CF)C(N)=N2)c1,active,431.418,2.9335,2,6,7.619788758
6674,CHEMBL4127426,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(CF)COC(CF)(CF)C(N)=N2)c1,active,449.408,2.8831,2,6,7.920818754
6675,CHEMBL4128824,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C(F)F)COC(CF)(CF)C(N)=N2)c1,active,467.398,3.1787,2,6,7.119186408
6677,CHEMBL4177357,COC(=O)c1cc(C)nc2sc3cccc(OC)c3c12,active,287.34,3.55312,0,5,6.22184875
6683,CHEMBL4159178,N=c1oc2ccccc2cc1C(=O)Nc1cc(Br)ccc1NCc1cn(Cc2cccc(Cl)c2Cl)nn1,inactive,598.288,6.48577,3,7,4.806875402
6685,CHEMBL4165225,C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)CO[C@H]1C(F)(F)F,active,421.354,2.87818,2,6,7.653647026
6686,CHEMBL4175845,C[C@]1(c2cc(NC(=O)c3ncc(C#N)cc3F)ccc2F)N=C(N)CO[C@@H]1F,active,389.337,2.38198,2,6,7.735182177
6687,CHEMBL4161795,C[C@]1(c2cc(NC(=O)c3ncc(C#N)cc3Cl)ccc2F)N=C(N)CO[C@@H]1F,active,405.792,2.89628,2,6,7.970616222
6688,CHEMBL4169060,C[C@]1(c2cc(NC(=O)c3ncc(C#N)cc3Cl)ccc2F)N=C(N)CO[C@H]1C(F)(F)F,active,455.799,3.53158,2,6,7.54515514
6689,CHEMBL4165629,COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)CO[C@H]3C(F)(F)F)c2)cn1,active,427.358,2.4101,2,7,7.530177984
6690,CHEMBL4170106,COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)COC3=C(F)F)c2)cn1,active,407.352,2.5873,2,7,6.819874125
6691,CHEMBL4162197,COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)CO[C@H]3C(F)F)c2)cn1,active,409.368,2.1129,2,7,7.943095149
6692,CHEMBL4159574,COCCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)CO[C@H]3C(F)(F)F)c2)cn1,active,471.411,2.4267,2,8,7.390405591
6693,CHEMBL4167487,C[C@]1(c2cc(NC(=O)c3cnc(OCC(F)(F)F)cn3)ccc2F)N=C(N)CO[C@H]1C(F)(F)F,active,495.355,3.3426,2,7,7.610833916
6694,CHEMBL4174699,C[C@]1(c2cc(NC(=O)c3cnc(OC(F)(F)C(F)(F)F)cn3)ccc2F)N=C(N)CO[C@H]1C(F)(F)F,active,531.335,3.9354,2,7,7.519993057
6695,CHEMBL4164046,C[C@]1(c2cc(NC(=O)c3cnc(NCC(F)(F)F)cn3)ccc2F)N=C(N)CO[C@H]1C(F)(F)F,inactive,494.371,3.3757,3,7,5
6697,CHEMBL4160644,C[C@]1(c2cc(NC(=O)c3cnc(N4CCC4)cn3)ccc2F)N=C(N)CO[C@H]1C(F)(F)F,active,452.412,2.6116,2,7,6.3400838
6700,CHEMBL4173236,C[C@@]1(c2cc(NC(=O)c3ncccc3C#N)ccc2F)COCC(N)=N1,active,353.357,1.94728,2,6,6.88941029
6702,CHEMBL4166192,Cl.Oc1ccc(/C=N/CCNCCn2cnc3ccccc32)c(O)c1,inactive,324.384,2.1562,3,6,4.806875402
6703,CHEMBL4166588,Cl.Nc1ncnc2c1ncn2CCNCC/N=C/c1ccc(O)cc1O,inactive,341.375,0.5284,4,9,4.382999659
6705,CHEMBL4170012,Oc1ccc(/C=N/CCn2ccc3cccnc32)c(O)c1,inactive,281.315,2.5666,2,5,3.971835581
6707,CHEMBL4168528,Oc1ccccc1/C=N/CCNc1ccnc2cc(Cl)ccc12,inactive,325.799,4.1248,2,4,3.795880017
6718,CHEMBL4218977,Cc1ccc(CN(CC(O)Cn2c3ccccc3c3ccccc32)S(=O)(=O)c2ccccc2)cc1,inactive,484.621,5.35492,1,4,5
6723,CHEMBL4208920,O=S(=O)(c1ccccc1)N(CC(O)Cn1c2ccccc2c2ccccc21)c1ccc(F)cc1,inactive,474.557,5.19,1,4,5
6726,CHEMBL4215297,O=S(=O)(c1ccccc1)N(CC(O)Cn1c2ccccc2c2ccccc21)c1ccc(Cl)cc1,inactive,491.012,5.7043,1,4,5
6732,CHEMBL3672916,CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CS1(=O)=O,active,425.873,2.14117,3,5,8.657577319
6733,CHEMBL4205912,NC1=N[C@@]2(c3cc(NC(=O)c4ccc(F)cn4)ccc3F)CCC[C@H]2CS1,active,388.443,3.669,2,5,7.415668776
6734,CHEMBL4212046,COc1cccc(NC(=O)c2cnc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)s2)n1,active,419.532,2.4808,2,9,10.48148606
6735,CHEMBL4203860,COc1cccc(NC(=O)c2cnc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)s2)c1,active,418.544,3.0858,2,8,9.958607315
6736,CHEMBL4215837,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccn(C(F)F)n3)cs2)CO1,active,428.49,2.6688,2,9,9.193820026
6737,CHEMBL4204163,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cnc(OC(F)F)cn3)cs2)CO1,active,456.5,2.4686,2,10,8.142667504
6738,CHEMBL4211913,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(C#N)cn3)cs2)CO1,active,414.516,2.34388,2,9,8.408935393
6739,CHEMBL4217023,COc1ccc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)cc1,active,418.544,3.0858,2,8,10.46852108
6741,CHEMBL4204215,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2cccs2)CO1,active,268.407,2.4299,1,5,6.958607315
6742,CHEMBL4203347,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2ccsc2)CO1,active,268.407,2.4299,1,5,6.769551079
6743,CHEMBL4214603,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2ncccc2F)CO1,active,281.356,1.9025,1,5,6.602059991
6744,CHEMBL4209354,COc1ccccc1[C@]12CO[C@@H](C)C[C@H]1CSC(N)=N2,active,292.404,2.377,1,5,6.070581074
6745,CHEMBL4207711,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2ccccc2)CO1,active,262.378,2.3684,1,4,6.086186148
6747,CHEMBL3301601,CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS1(=O)=O,active,409.418,1.62687,3,5,8.657577319
6748,CHEMBL4217620,CC#Cc1cncc(-c2ccc3c(c2)[C@@]2(N=C(C)C(N)=N2)[C@]2(CC[C@@H](OC)CC2)C3)c1,active,412.537,4.236,1,5,9.22184875
6750,CHEMBL4210406,Cc1ccc2nc(-c3ccc(OCCCN4C(=O)c5ccccc5C4=O)cc3)c(NC3CCCCC3)n2c1,inactive,508.622,6.11942,1,6,4.531357332
6752,CHEMBL4208354,COc1cc(-c2nc3ccc(Cl)cn3c2NC2CCCCC2)ccc1OCCCN1C(=O)c2ccccc2C1=O,inactive,559.066,6.473,1,7,4.826813732
6753,CHEMBL4205656,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=COC(N)=N1,active,351.341,2.41848,2,6,6.661543506
6754,CHEMBL4205130,CC1=COC(N)=N[C@]1(C)c1cc(NC(=O)c2ccc(C#N)cn2)ccc1F,active,365.368,2.80858,2,6,6.389339837
6755,CHEMBL4208552,CC1=C[C@@](CF)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)O1,active,383.358,2.75818,2,6,6.987162775
6756,CHEMBL4213486,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=C(CF)OC(N)=N1,active,383.358,2.75818,2,6,7.229147988
