,molecule_chembl_id,mol,Class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
6348,CHEMBL3945386,Cc1nc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(-c4cncc(F)c4)nc(F)c2O3)cs1,active,520.521,4.52332,2,9,9.22184875
6349,CHEMBL3913972,NC1=NC2(CCO1)c1cc(NC(=O)c3ccc(F)cn3)ccc1Oc1c2cc(-c2cncc(F)c2)nc1F,active,518.455,4.2925,2,8,8.795880017
6350,CHEMBL3950676,NC1=NC2(CCO1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1Oc1ncc(-c3ccnc(F)c3)cc12,active,516.92,4.6677,2,8,8.468521083
6351,CHEMBL3922952,NC1=NC2(CCO1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1Oc1c2cc(-c2ccnc(F)c2)nc1F,active,534.91,4.8068,2,8,9.045757491
6352,CHEMBL3890449,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(-c4ccnc(F)c4)nc(F)c2O3)cn1,active,531.479,3.557,2,10,8.744727495
6353,CHEMBL3962966,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(-c4ccnc(F)c4)ncc2O3)cn1,active,513.489,3.4179,2,10,8.537602002
6354,CHEMBL3902974,NC1=NC2(CCO1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1Oc1cnc(-c3ccnc(F)c3)cc12,active,516.92,4.6677,2,8,8.795880017
6355,CHEMBL3973933,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(-c4ccnc(F)c4)cc(F)c2O3)cn1,active,530.491,4.162,2,9,8.187086643
6356,CHEMBL3944050,COc1nc(C2=CCOCC2)cc2c1Oc1ccc(NC(=O)c3ccc(Cl)cn3)cc1C21CCOC(N)=N1,active,533.972,4.2789,2,9,8.15490196
6357,CHEMBL3913825,COc1nc(C2=CCOCC2)cc2c1Oc1ccc(NC(=O)c3ccc(F)cn3)cc1C21CCOC(N)=N1,active,517.517,3.7646,2,9,7.586700236
6358,CHEMBL3975637,NC1=NC2(CCO1)c1cc(NC(=O)c3ccc(F)cn3)ccc1Oc1c2cc(-c2ccnc(F)c2)nc1F,active,518.455,4.2925,2,8,8.920818754
6359,CHEMBL3904830,COc1ccc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(-c4ccnc(F)c4)nc(F)c2O3)nc1,active,530.491,4.162,2,9,8.958607315
6360,CHEMBL3948791,Cc1nc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(-c4ccnc(F)c4)nc(F)c2O3)cs1,active,520.521,4.52332,2,9,9.096910013
6361,CHEMBL3955960,N#Cc1ccc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(-c4ccnc(F)c4)nc(F)c2O3)nc1,active,525.475,4.02508,2,9,9.22184875
6362,CHEMBL3891240,COc1ccc(C(=O)Nc2ccc3c(c2)C2(CCSC(N)=N2)c2cc(C4=CCOCC4)nc(F)c2O3)nc1,active,533.585,4.4812,2,9,8.823908741
6363,CHEMBL3919324,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(C4CCOCC4)cc(F)c2O3)cn1,active,519.533,3.8549,2,9,7.494850022
6364,CHEMBL3937992,NC1=NC2(CCO1)c1cc(NC(=O)c3ccc(F)cn3)ccc1Oc1c(F)cc(-c3ccnc(F)c3)cc12,active,517.467,4.8975,2,7,8.055517328
6365,CHEMBL3978732,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCSC(N)=N2)c2cc(C4=CCOCC4)ncc2O3)cn1,active,516.583,3.7371,2,10,8.769551079
6366,CHEMBL3984506,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCSC(N)=N2)c2cc(C4=CCCOC4)ncc2O3)cn1,active,516.583,3.7371,2,10,8.508638306
6367,CHEMBL3959278,COc1ccc(C(=O)Nc2ccc3c(c2)C2(CCSC(N)=N2)c2cc(O)cc(F)c2O3)nc1,active,466.494,3.9881,3,8,7.53165267
6368,CHEMBL3976447,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(C4=CCCOC4)cc(F)c2O3)cn1,active,517.517,3.7646,2,9,8.167491087
6369,CHEMBL3947150,COc1ccc(C(=O)Nc2ccc3c(c2)C2(CCSC(N)=N2)c2cc(N4CCOCC4)cc(F)c2O3)nc1,active,535.601,4.1191,2,9,8.107905397
6370,CHEMBL3971440,N#Cc1ccc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(-c4ccnc(F)c4)cc(F)c2O3)nc1,active,524.487,4.63008,2,8,9
6371,CHEMBL3938375,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCSC(N)=N2)c2cc(O)cc(F)c2O3)cn1,active,467.482,3.3831,3,9,7.54668166
6372,CHEMBL3960345,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCSC(N)=N2)c2cc(N4CCOCC4)cc(F)c2O3)cn1,active,536.589,3.5141,2,10,7.815308569
6373,CHEMBL3932872,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCSC(N)=N2)c2cc(C4=CCOCC4)cc(F)c2O3)cn1,active,533.585,4.4812,2,9,8.207608311
6374,CHEMBL3950477,COc1ccc(C(=O)Nc2ccc3c(c2)C2(CCSC(N)=N2)c2cc(C4=CCCOC4)nc(F)c2O3)nc1,active,533.585,4.4812,2,9,8.602059991
6375,CHEMBL3926305,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCSC(N)=N2)c2cc(-c4cncc(F)c4)nc(F)c2O3)cn1,active,547.547,4.2736,2,10,8.552841969
6376,CHEMBL3965633,COc1ccc(C(=O)Nc2ccc3c(c2)C2(CCSC(N)=N2)c2cc(-c4cncc(F)c4)nc(F)c2O3)nc1,active,546.559,4.8786,2,9,8.958607315
6377,CHEMBL3894188,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCSC(N)=N2)c2cc(-c4ccnc(F)c4)nc(F)c2O3)cn1,active,547.547,4.2736,2,10,8.508638306
6378,CHEMBL3970753,COc1ccc(C(=O)Nc2ccc3c(c2)C2(CCSC(N)=N2)c2cc(-c4ccnc(F)c4)nc(F)c2O3)nc1,active,546.559,4.8786,2,9,9.397940009
6379,CHEMBL3903132,NC1=NC2(CCS1)c1cc(NC(=O)c3ccc(F)cn3)ccc1Oc1c2cc(C2=CCOCC2)nc1F,active,521.549,4.6117,2,8,9
6380,CHEMBL3979006,NC1=NC2(CCS1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1Oc1c2cc(C2=CCOCC2)nc1F,active,538.004,5.126,2,8,9
6381,CHEMBL3908654,NC1=NC2(CCS1)c1cc(NC(=O)c3ccc(F)cn3)ccc1Oc1c2cc(-c2ccnc(F)c2)nc1F,active,534.523,5.0091,2,8,8.823908741
6382,CHEMBL3893104,NC1=NC2(CCS1)c1cc(NC(=O)c3ncc(Cl)cc3F)ccc1Oc1c2cc(C2=CCOCC2)nc1F,active,555.994,5.2651,2,8,8.585026652
6383,CHEMBL3917597,Cc1cc(Br)cnc1C(=O)Nc1ccc2c(c1)C1(CCSC(N)=N1)c1cc(C3=CCOCC3)nc(F)c1O2,active,596.482,5.54352,2,8,8.853871964
6384,CHEMBL3902076,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCSC(N)=N2)c2cc(C4=CCOCC4)nc(F)c2O3)c(C)c1,active,547.612,4.78962,2,9,8.26760624
6385,CHEMBL3937966,Cc1cc(Cl)cnc1C(=O)Nc1ccc2c(c1)C1(CCSC(N)=N1)c1cc(C3=CCOCC3)nc(F)c1O2,active,552.031,5.43442,2,8,8.537602002
6386,CHEMBL3973534,NC1=N[C@@]2(c3cc(NC(=O)c4ccc(OC(F)F)cn4)ccc3F)COCC[C@H]2CS1,active,452.458,3.3677,2,7,8.045757491
6387,CHEMBL3902541,C[C@H]1C[C@H]2CSC(N)=NC2(c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2)CO1,active,455.512,3.0736,2,9,7.508638306
6388,CHEMBL3909266,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2cc(NC(=O)c3ccc(C#N)cn3)cs2)CO1,active,413.528,2.94888,2,8,7.13667714
6389,CHEMBL3933666,C[C@H]1C[C@H]2CSC(N)=NC2(c2nc(NC(=O)c3coc(CF)n3)cs2)CO1,active,411.484,2.5347,2,9,8.15490196
6390,CHEMBL3948431,C[C@H]1C[C@H]2CSC(N)=NC2(c2nc(NC(=O)c3ccn(C(F)F)n3)cs2)CO1,active,428.49,2.6688,2,9,7.721246399
6391,CHEMBL3920632,C[C@H]1C[C@H]2CSC(N)=NC2(c2nc(NC(=O)c3ccc(C#N)cn3)cs2)CO1,active,414.516,2.34388,2,9,7.657577319
6392,CHEMBL3981156,C[C@H]1C[C@H]2CSC(N)=NC2(c2nc(NC(=O)c3nn(C(F)F)cc3Cl)cs2)CO1,active,462.935,3.3222,2,9,8.397940009
6393,CHEMBL3904953,NC1=N[C@@]2(c3cc(NC(=O)c4ccc(OC(F)F)cn4)ccc3F)CO[C@@H](C(F)(F)F)C[C@H]2CS1,active,520.455,4.2986,2,7,8.22184875
6394,CHEMBL3934135,C[C@H]1C[C@H]2CSC(N)=NC2(c2nc(NC(=O)c3ccc(Cl)cn3)cs2)CO1,active,423.951,3.1256,2,8,7.721246399
6395,CHEMBL3906153,C[C@H]1C[C@H]2CSC(N)=NC2(c2nc(NC(=O)c3coc(C(F)F)n3)cs2)CO1,active,429.474,3.0028,2,9,7.958607315
6396,CHEMBL3979124,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(F)cn3)cs2)CO1,active,407.496,2.6113,2,8,6.723538196
6397,CHEMBL3941301,COc1cnc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)cn1,active,420.52,1.8758,2,10,6.27083521
6398,CHEMBL3966376,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cnc(CF)cn3)cs2)CO1,active,422.511,2.3367,2,9,6.501689446
6399,CHEMBL3940148,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cnc(OCC(F)F)cn3)cs2)CO1,active,470.527,2.5111,2,10,6.552841969
6400,CHEMBL3983988,Cc1cc(F)cnc1C(=O)Nc1csc([C@]23CO[C@@H](C)C[C@H]2CSC(N)=N3)n1,active,421.523,2.91972,2,8,7.045757491
6401,CHEMBL3955347,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(F)cc3)cs2)CO1,active,406.508,3.2163,2,7,6.062482108
6402,CHEMBL3986265,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cnc(C(F)F)cn3)cs2)CO1,active,440.501,2.8048,2,9,6.838631998
6403,CHEMBL3954200,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cnc(C(F)(F)F)cn3)cs2)CO1,active,458.491,2.886,2,9,6.714442691
6404,CHEMBL3917530,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(C(F)(F)F)cn3)cs2)CO1,active,457.503,3.491,2,8,7.26760624
6405,CHEMBL3890342,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ncc(F)cc3F)cs2)CO1,active,425.486,2.7504,2,8,6.815308569
6406,CHEMBL3922902,COc1ccc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)nc1,active,419.532,2.4808,2,9,6.586700236
6407,CHEMBL3947194,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OC(F)(F)F)cn3)cs2)CO1,active,473.502,3.3708,2,9,6.966576245
6408,CHEMBL3967113,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OC(F)F)cc3)cs2)CO1,active,454.524,3.6786,2,8,6.974694135
6409,CHEMBL3895844,CC#CCOc1cnc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)cn1,active,458.569,2.2693,2,10,7.886056648
6410,CHEMBL3972432,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cc4ccccn4n3)cs2)CO1,active,428.543,2.7249,2,9,6
6411,CHEMBL3932919,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccn(C)n3)cs2)CO1,active,392.51,1.8107,2,9,7.091514981
6412,CHEMBL3943893,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(C(F)F)cn3)cs2)CO1,active,439.513,3.4098,2,8,7.13076828
6413,CHEMBL3973408,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OCF)cn3)cs2)CO1,active,437.522,2.778,2,9,7.167491087
6415,CHEMBL3901213,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cnccn3)cs2)CO1,active,390.494,1.8672,2,9,6.189095719
6420,CHEMBL3923755,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cn(C4CCC4)cn3)cs2)CO1,inactive,432.575,2.9987,2,9,4.467245621
6424,CHEMBL3944166,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OCC(F)F)cn3)cs2)CO1,active,469.539,3.1161,2,9,6.314258261
6425,CHEMBL3973335,Cc1nc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)c(C(F)(F)F)o1,active,461.491,3.39242,2,9,6.838631998
6426,CHEMBL3962473,CCc1cc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)n(C)n1,active,420.564,2.3731,2,9,6.432973634
6427,CHEMBL3893462,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cnn(C)n3)cs2)CO1,active,393.498,1.2057,2,10,6.872895202
6428,CHEMBL3964867,Cc1cc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)n(C)n1,active,406.537,2.11912,2,9,6.438898616
6429,CHEMBL3985734,CCc1nc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)co1,active,407.521,2.6276,2,9,6.467245621
6430,CHEMBL3948402,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ncn(C)n3)cs2)CO1,active,393.498,1.2057,2,10,6.361510743
6431,CHEMBL3977620,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OC(C)(F)F)cn3)cs2)CO1,active,469.539,3.4637,2,9,6.732828272
6432,CHEMBL3983509,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CO1,active,434.924,3.8082,2,6,9
6433,CHEMBL3910292,COc1cnc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)c(C)n1,active,434.547,2.18422,2,10,6.494850022
6434,CHEMBL3962126,COc1cnc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)c(C)c1,active,433.559,2.78922,2,9,6.995678626
6435,CHEMBL3938206,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OC(F)F)nc3)cs2)CO1,active,455.512,3.0736,2,9,6.634512015
6436,CHEMBL3910968,Cc1nc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)co1,active,393.494,2.37362,2,9,6.987162775
6437,CHEMBL3911716,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3coc(C(F)(F)F)n3)cs2)CO1,active,447.464,3.084,2,9,6.723538196
6438,CHEMBL3948054,Cc1noc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)n1,active,394.482,1.76862,2,10,7.008773924
6439,CHEMBL3916740,Cc1nc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)no1,active,394.482,1.76862,2,10,7.040958608
6440,CHEMBL3963139,Cc1nc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)c(C)o1,active,407.521,2.68204,2,9,7.187086643
6441,CHEMBL3922656,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cnc(OCC4CC4)cn3)cs2)CO1,active,460.585,2.656,2,10,6.793174124
6442,CHEMBL3918155,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cnc(OC4CC4)cn3)cs2)CO1,active,446.558,2.4084,2,10,6.284832642
6443,CHEMBL4114074,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cnc(OC[C@@H](C)F)cn3)cs2)CO1,active,466.564,2.604,2,10,6.443697499
6444,CHEMBL3901805,C[C@H](F)COc1cnc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)cn1,active,466.564,2.604,2,10,6.42945706
6445,CHEMBL3896381,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cnc(OCC(C)(F)F)cn3)cs2)CO1,active,484.554,2.9012,2,10,6.793174124
6446,CHEMBL3943102,Cc1nc(C)c(C(=O)Nc2csc(C34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)o1,active,407.521,2.68204,2,9,6.13076828
6452,CHEMBL3968526,CC(C)Cc1cc(C(=O)Nc2csc(C34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)nn1C,inactive,448.618,3.0092,2,9,4.292429824
6453,CHEMBL3900921,C[C@H]1C[C@H]2CSC(N)=NC2(c2nc(NC(=O)c3ccncn3)cs2)CO1,active,390.494,1.8672,2,9,6.240332155
6457,CHEMBL3947063,CC(C)c1cc(C(=O)Nc2csc(C34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)n(C)n1,inactive,434.591,2.9341,2,9,4.982966661
6460,CHEMBL3946857,Cc1cc(C(=O)Nc2csc(C34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)nn1C,inactive,406.537,2.11912,2,9,4.906578315
6462,CHEMBL3938050,C[C@H]1C[C@H]2CSC(N)=NC2(c2nc(NC(=O)c3cn(C)cn3)cs2)CO1,inactive,392.51,1.8107,2,9,4.739928612
6463,CHEMBL3910123,C[C@H]1C[C@H]2CSC(N)=NC2(c2nc(NC(=O)c3cn(C)nn3)cs2)CO1,inactive,393.498,1.2057,2,10,4.55129368
6464,CHEMBL3932565,C[C@H]1C[C@H]2CSC(N)=NC2(c2nc(NC(=O)c3ccon3)cs2)CO1,active,379.467,2.0652,2,9,6.109578981
6470,CHEMBL3951074,C[C@H]1C[C@H]2CSC(N)=NC2(c2nc(NC(=O)c3cnn(C(F)F)c3)cs2)CO1,active,428.49,2.6688,2,9,6.17327748
6473,CHEMBL3975173,CC(C)c1nc(C(=O)Nc2csc(C34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)co1,inactive,421.548,3.1886,2,9,4.790484985
6474,CHEMBL3898614,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccn(CC(F)F)n3)cs2)CO1,active,442.517,2.5388,2,9,6.400116928
6475,CHEMBL3938762,COCCn1ccc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)n1,active,436.563,1.9201,2,10,6.378823718
6476,CHEMBL3916242,C#CCn1ccc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)n1,active,416.532,1.9069,2,9,7.769551079
6477,CHEMBL3944174,COCc1nc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)co1,active,423.52,2.2116,2,10,6.756961951
6478,CHEMBL3928689,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3coc(CC(F)(F)F)n3)cs2)CO1,active,461.491,3.17,2,9,6.66756154
6479,CHEMBL3952932,CC#CCn1ccc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)n1,active,430.559,2.297,2,9,7.086186148
6480,CHEMBL3953528,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)C3CCC3)cs2)CO1,active,366.512,2.5635,2,7,6.424812155
6481,CHEMBL3922075,CC#CCOc1ccc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)nc1,active,457.581,2.8743,2,9,7.744727495
6482,CHEMBL3910370,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3nc(C(F)F)co3)cs2)CO1,active,429.474,3.0028,2,9,7.124938737
6483,CHEMBL3980484,Cc1cn(C(F)F)nc1C(=O)Nc1csc([C@]23CO[C@@H](C)C[C@H]2CSC(N)=N3)n1,active,442.517,2.97722,2,9,8.698970004
6484,CHEMBL3919298,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ncc(OC(F)F)cn3)cs2)CO1,active,456.5,2.4686,2,10,6.752026734
6485,CHEMBL3985492,Cc1nc(OC(F)F)cnc1C(=O)Nc1csc([C@]23CO[C@@H](C)C[C@H]2CSC(N)=N3)n1,active,470.527,2.77702,2,10,7.48148606
6486,CHEMBL3924736,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ncc(OC(F)F)cc3Cl)cs2)CO1,active,489.957,3.727,2,9,7.602059991
6487,CHEMBL3896695,COCC(F)(F)c1cnc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)cn1,active,484.554,2.6054,2,10,6.657577319
6488,CHEMBL3961254,[C-]#[N+]COc1ccc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)nc1,active,444.542,2.72779,2,9,6.349692477
6489,CHEMBL3937329,Cc1oc(CF)nc1C(=O)Nc1csc([C@]23CO[C@@H](C)C[C@H]2CSC(N)=N3)n1,active,425.511,2.84312,2,9,7.920818754
6490,CHEMBL3975536,COCC(F)(F)c1ccc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)nc1,active,483.566,3.2104,2,9,6.549750892
6491,CHEMBL3946217,CCC(F)(F)Oc1ccc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)nc1,active,483.566,3.8538,2,9,6.511449283
6492,CHEMBL3919976,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)C34CC(C3)C4)cs2)CO1,active,378.523,2.5635,2,7,7.070581074
6493,CHEMBL3896382,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)C3(C#N)CC3)cs2)CO1,active,377.495,2.06718,2,8,6.458420756
6494,CHEMBL3971961,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)C3CC3)cs2)CO1,active,352.485,2.1734,2,7,6.32330639
6495,CHEMBL4108012,[C-]#[N+]C1(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)CCC1,active,391.522,2.60539,2,7,7.026872146
6496,CHEMBL3927854,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)C3(C)CCC3)cs2)CO1,active,380.539,2.9536,2,7,6.336299075
6497,CHEMBL3952064,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2)CO1,active,455.512,3.0736,2,9,7.387216143
6498,CHEMBL3967984,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(Cl)cn3)cs2)CO1,active,423.951,3.1256,2,8,7.48148606
6499,CHEMBL3972449,Cc1cc(OC(F)F)cnc1C(=O)Nc1csc([C@]23CO[C@@H](C)C[C@H]2CSC(N)=N3)n1,active,469.539,3.38202,2,9,7.638272164
6500,CHEMBL3942279,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OC(F)F)cn3)ccc2F)CO1,active,467.473,3.1512,2,8,7.366531544
6501,CHEMBL4110028,CC(C)(O)c1nc(N2C[C@H]3CSC(N)=[N+](c4cnccn4)[C@H]3C2)ncc1F,active,390.468,0.8436,2,8,6.978810701
6502,CHEMBL3965118,CC(C)(O)c1nc(N2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cn3)C2)ncc1F,active,406.462,1.7704,2,8,7.13430394
6503,CHEMBL3905742,CC(C)(O)c1nc(N2C[C@H]3CSC(N)=N[C@@]3(c3cccnc3)C2)ncc1F,active,388.472,1.6313,2,8,7.029188389
6504,CHEMBL3951405,NC1=NC2(COCC1)c1cc(-c3cccnc3F)ccc1Oc1cnc(-c3ccnc(F)c3)cc12,active,471.467,4.6106,1,7,9
6505,CHEMBL4112636,NC1=N[C@]2(COCC1)c1cc(-c3cccnc3F)ccc1Oc1cnc(-c3ccnc(F)c3)cc12,active,471.467,4.6106,1,7,6.8569852
6508,CHEMBL3975488,CC(C)(C)COc1cc(F)c2c(c1)C1(COCCC(N)=N1)c1cc(-c3cccnc3F)ccc1O2,active,479.527,5.5785,1,6,9
6509,CHEMBL4111536,CC(C)(C)COc1cc(F)c2c(c1)[C@@]1(COCCC(N)=N1)c1cc(-c3cccnc3F)ccc1O2,active,479.527,5.5785,1,6,6.54515514
6510,CHEMBL3900160,NC1=N[C@@]2(COCC1)c1cc(-c3cccnc3F)ccc1Oc1cnc(-c3ccc(F)c(F)c3)cc12,active,488.469,5.3547,1,6,8.698970004
6511,CHEMBL3921286,NC1=N[C@@]2(COCC1)c1cc(-c3cccnc3F)ccc1Oc1cnc(N3CCC(F)(F)C3)cc12,active,481.478,4.2549,1,7,8.522878745
6513,CHEMBL3109542,COc1ccc(C2(c3ccc(OC)cc3)NC(=N)N(C3CCCCC3)C2=O)cc1,inactive,393.487,3.64667,2,4,4.920818754
6514,CHEMBL3109544,COc1ccc(C2(c3ccc(OC)cc3)NC(=N)N(C3CCOCC3)C2=O)cc1,inactive,395.459,2.49297,2,5,5
6517,CHEMBL3109551,COc1cccc(C2(c3cccc(OC)c3)NC(=N)N(C3CCCCC3)C2=O)c1,inactive,393.487,3.64667,2,4,4.539102157
6521,CHEMBL2011967,COc1cccc(-c2cccc(C3(c4ccccc4)NC(=N)N(C)C3=O)c2)c1,active,371.44,3.60217,2,3,6.406713933
6526,CHEMBL582580,N=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1C1CCCCC1,inactive,333.435,3.62947,2,2,5
6527,CHEMBL3109539,COc1ccc(C2(c3ccc(OC)cc3)NC(=N)N(C3CC3)C2=O)cc1,inactive,351.406,2.47637,2,4,5
6530,CHEMBL3921372,COc1ccc(C2(c3ccc(OC)cc3)NC(=N)N(Cc3ncccc3C)C2=O)cc1,inactive,416.481,3.21759,2,5,5
6532,CHEMBL3931375,COc1ccc(C2(c3ccc(OC)cc3)NC(=N)N(CC3CCN(C)CC3)C2=O)cc1,inactive,422.529,2.65577,2,5,5
6536,CHEMBL3900259,COc1ccc(C2(c3ccc(OC)cc3)NC(=N)N(C3CCN(C(=O)CCN(C)C)CC3)C2=O)cc1,inactive,493.608,2.25667,2,6,5
